year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2018,CYA,NL,mikolmi01,Miles Mikolas,STL,13.0,0.0,6%,4.5,18,4,.818,2.83,32,32,0,1,1,0,200.2,186,70,63,16,29,4,146,7,1,2,808,1.071,137
2018,CYA,NL,haderjo01,Josh Hader,MIL,4.0,0.0,2%,2.1,6,1,.857,2.43,55,0,14,0,0,12,81.1,36,23,22,9,30,0,143,1,1,0,306,0.811,168
2018,CYA,NL,foltymi01,Mike Foltynewicz,ATL,3.0,0.0,1%,4.0,13,10,.565,2.85,31,31,0,2,1,0,183.0,130,65,58,17,68,3,202,6,2,7,744,1.082,143
2018,CYA,NL,lestejo01,Jon Lester,CHC,2.0,0.0,1%,3.0,18,6,.750,3.32,32,32,0,0,0,0,181.2,174,75,67,24,64,1,149,6,0,4,761,1.310,125
2018,MVP,AL,bettsmo01,Mookie Betts,BOS,410.0,28.0,98%,10.7,136,520,129,180,32,80,30,81,.346,.438,.640,1.078,,,,,,,,,,,,
2018,MVP,AL,troutmi01,Mike Trout,LAA,265.0,1.0,63%,9.9,140,471,101,147,39,79,24,122,.312,.460,.628,1.088,,,,,,,,,,,,
2018,MVP,AL,ramirjo01,Jose Ramirez,CLE,208.0,0.0,50%,7.5,157,578,110,156,39,105,34,106,.270,.387,.552,.939,,,,,,,,,,,,
2018,MVP,AL,martijd02,J.D. Martinez,BOS,198.0,1.0,47%,6.7,150,569,111,188,43,130,6,69,.330,.402,.629,1.031,,,,,,,,,,,,
2018,MVP,AL,bregmal01,Alex Bregman,HOU,192.0,0.0,46%,7.9,157,594,105,170,31,103,10,96,.286,.394,.532,.926,,,,,,,,,,,,
2018,MVP,AL,lindofr01,Francisco Lindor,CLE,169.0,0.0,40%,7.2,158,661,129,183,38,92,25,70,.277,.352,.519,.871,,,,,,,,,,,,
2018,MVP,AL,chapmma01,Matt Chapman,OAK,141.0,0.0,34%,7.6,145,547,100,152,24,68,1,58,.278,.356,.508,.864,,,,,,,,,,,,
2018,MVP,AL,daviskh01,Khris Davis,OAK,41.0,0.0,10%,2.9,151,576,98,142,48,123,0,59,.247,.326,.549,.874,,,,,,,,,,,,
2018,MVP,AL,snellbl01,Blake Snell,TBR,38.0,0.0,9%,7.1,1,1,0,0,0,0,0,1,.000,.667,.000,.667,21,5,1.89,0.974,31,31,0,180.2,112,16,64,221
2018,MVP,AL,verlaju01,Justin Verlander,HOU,26.0,0.0,6%,6.9,2,5,0,1,0,0,0,0,.200,.200,.200,.400,16,9,2.52,0.902,34,34,0,214.0,156,28,37,290
2018,MVP,AL,hanigmi01,Mitch Haniger,SEA,16.0,0.0,4%,6.5,157,596,90,170,26,93,8,70,.285,.366,.493,.859,,,,,,,,,,,,
2018,MVP,AL,judgeaa01,Aaron Judge,NYY,10.0,0.0,2%,5.9,112,413,77,115,27,67,6,76,.278,.392,.528,.919,,,,,,,,,,,,
2018,MVP,AL,altuvjo01,Jose Altuve,HOU,9.0,0.0,2%,5.1,137,534,84,169,13,61,17,55,.316,.386,.451,.837,,,,,,,,,,,,
2018,MVP,AL,bogaexa01,Xander Bogaerts,BOS,9.0,0.0,2%,4.9,136,513,72,148,23,103,8,55,.288,.360,.522,.883,,,,,,,,,,,,
2018,MVP,AL,simmoan01,Andrelton Simmons,LAA,7.0,0.0,2%,5.7,146,554,68,162,11,75,10,35,.292,.337,.417,.754,,,,,,,,,,,,
2018,MVP,AL,treinbl01,Blake Treinen,OAK,7.0,0.0,2%,4.1,3,0,0,0,0,0,0,0,,,,,9,2,0.78,0.834,68,0,38,80.1,46,2,21,100
2018,MVP,AL,merriwh01,Whit Merrifield,KCR,6.0,0.0,1%,4.5,158,632,88,192,12,60,45,61,.304,.367,.438,.806,,,,,,,,,,,,
2018,MVP,AL,diazed04,Edwin Diaz,SEA,5.0,0.0,1%,3.3,4,0,0,0,0,0,0,0,,,,,0,4,1.96,0.791,73,0,57,73.1,41,5,17,124
2018,MVP,AL,stantmi03,Giancarlo Stanton,NYY,4.0,0.0,1%,4.4,158,617,102,164,38,100,5,70,.266,.343,.509,.852,,,,,,,,,,,,
2018,MVP,AL,gregodi01,Didi Gregorius,NYY,3.0,0.0,1%,4.9,134,504,89,135,27,86,10,48,.268,.335,.494,.829,,,,,,,,,,,,
2018,MVP,AL,lowrije01,Jed Lowrie,OAK,3.0,0.0,1%,4.0,157,596,78,159,23,99,0,78,.267,.353,.448,.801,,,,,,,,,,,,
2018,MVP,AL,bauertr01,Trevor Bauer,CLE,1.0,0.0,0%,5.7,1,3,1,0,0,0,0,0,.000,.000,.000,.000,12,6,2.21,1.089,28,27,1,175.1,134,9,57,221
2018,MVP,AL,hicksaa01,Aaron Hicks,NYY,1.0,0.0,0%,4.4,137,480,90,119,27,79,11,90,.248,.366,.467,.833,,,,,,,,,,,,
2018,MVP,AL,salech01,Chris Sale,BOS,1.0,0.0,0%,6.9,1,2,0,0,0,0,0,0,.000,.000,.000,.000,12,4,2.11,0.861,27,27,0,158.0,102,11,34,237
2018,MVP,NL,yelicch01,Christian Yelich,MIL,415.0,29.0,99%,7.3,147,574,118,187,36,110,22,68,.326,.402,.598,1.000,,,,,,,,,,,,
2018,MVP,NL,baezja01,Javier Baez,CHC,250.0,0.0,60%,6.4,160,606,101,176,34,111,21,29,.290,.326,.554,.881,,,,,,,,,,,,
2018,MVP,NL,arenano01,Nolan Arenado,COL,203.0,0.0,48%,6.4,156,590,104,175,38,110,2,73,.297,.374,.561,.935,,,,,,,,,,,,
2018,MVP,NL,freemfr01,Freddie Freeman,ATL,174.0,0.0,41%,5.5,162,618,94,191,23,98,10,76,.309,.388,.505,.892,,,,,,,,,,,,
2018,MVP,NL,degroja01,Jacob deGrom,NYM,141.0,1.0,34%,10.4,30,67,1,11,0,5,0,4,.164,.211,.179,.390,10,9,1.70,0.912,32,32,0,217.0,152,10,46,269
2018,MVP,NL,goldspa01,Paul Goldschmidt,ARI,115.0,0.0,27%,5.5,158,593,95,172,33,83,7,90,.290,.389,.533,.922,,,,,,,,,,,,
2018,MVP,NL,cainlo01,Lorenzo Cain,MIL,109.0,0.0,26%,6.9,141,539,90,166,10,38,30,71,.308,.395,.417,.813,,,,,,,,,,,,
2018,MVP,NL,storytr01,Trevor Story,COL,108.0,0.0,26%,6.2,157,598,88,174,37,108,27,47,.291,.348,.567,.914,,,,,,,,,,,,
2018,MVP,NL,carpema01,Matt Carpenter,STL,105.0,0.0,25%,4.4,156,564,111,145,36,81,4,102,.257,.374,.523,.897,,,,,,,,,,,,
2018,MVP,NL,scherma01,Max Scherzer,WSN,59.0,0.0,14%,9.2,32,70,8,17,0,6,1,1,.243,.274,.271,.545,18,7,2.53,0.911,33,33,0,220.2,150,23,51,300
2018,MVP,NL,rendoan01,Anthony Rendon,WSN,21.0,0.0,5%,5.1,136,529,88,163,24,92,2,55,.308,.374,.535,.909,,,,,,,,,,,,
2018,MVP,NL,acunaro01,Ronald Acuna Jr.,ATL,19.0,0.0,5%,3.9,111,433,78,127,26,64,16,45,.293,.366,.552,.917,,,,,,,,,,,,
2018,MVP,NL,nolaaa01,Aaron Nola,PHI,16.0,0.0,4%,9.7,32,62,0,3,0,4,0,1,.048,.063,.065,.128,17,6,2.37,0.975,33,33,0,212.1,149,17,58,224
2018,MVP,NL,turneju01,Justin Turner,LAD,10.0,0.0,2%,4.7,103,365,62,114,14,52,2,47,.312,.406,.518,.924,,,,,,,,,,,,
2018,MVP,NL,muncyma01,Max Muncy,LAD,8.0,0.0,2%,4.3,137,395,75,104,35,79,3,79,.263,.391,.582,.973,,,,,,,,,,,,
2018,MVP,NL,aguilje01,Jesus Aguilar,MIL,7.0,0.0,2%,3.4,149,492,80,135,35,108,0,58,.274,.352,.539,.890,,,,,,,,,,,,
2018,MVP,NL,rizzoan01,Anthony Rizzo,CHC,6.0,0.0,1%,3.1,153,566,74,160,25,101,6,70,.283,.376,.470,.846,0,0,0.00,0.000,1,0,0,0.1,0,0,0,0
2018,MVP,NL,markani01,Nick Markakis,ATL,2.0,0.0,0%,2.6,162,623,78,185,14,93,1,72,.297,.366,.440,.806,,,,,,,,,,,,
2018,MVP,NL,suareeu01,Eugenio Suarez,CIN,2.0,0.0,0%,4.0,143,527,79,149,34,104,1,64,.283,.366,.526,.892,,,,,,,,,,,,
2018,ROY,AL,ohtansh01,Shohei Ohtani,LAA,137.0,25.0,91%,4.0,104,326,59,93,22,61,10,37,.285,.361,.564,.925,4,2,3.31,1.161,10,10,0,51.2,38,6,22,63
2018,ROY,AL,andujmi01,Miguel Andujar,NYY,89.0,5.0,59%,2.9,149,573,83,170,27,92,2,25,.297,.328,.527,.855,,,,,,,,,,,,
2018,ROY,AL,torregl01,Gleyber Torres,NYY,25.0,0.0,17%,3.6,123,431,54,117,24,77,6,42,.271,.340,.480,.820,,,,,,,,,,,,
2018,ROY,AL,wendljo01,Joey Wendle,TBR,17.0,0.0,11%,4.9,139,487,62,146,7,61,16,37,.300,.354,.435,.789,,,,,,,,,,,,
2018,ROY,AL,palkada01,Daniel Palka,CHW,1.0,0.0,1%,0.6,124,417,56,100,27,67,2,30,.240,.294,.484,.778,,,,,,,,,,,,
2018,ROY,AL,yarbrry01,Ryan Yarbrough,TBR,1.0,0.0,1%,1.0,3,3,0,0,0,0,0,0,.000,.000,.000,.000,16,6,3.91,1.290,38,6,0,147.1,140,18,50,128
2018,ROY,NL,acunaro01,Ronald Acuna Jr.,ATL,144.0,27.0,96%,3.9,111,433,78,127,26,64,16,45,.293,.366,.552,.917,,,,,,,,,,,,
2018,ROY,NL,sotoju01,Juan Soto,WSN,89.0,2.0,59%,3.0,116,414,77,121,22,70,5,79,.292,.406,.517,.923,,,,,,,,,,,,
2018,ROY,NL,buehlwa01,Walker Buehler,LAD,28.0,1.0,19%,3.8,22,43,1,7,0,1,0,2,.163,.200,.163,.363,8,5,2.62,0.961,24,23,0,137.1,95,12,37,151
2018,ROY,NL,anderbr06,Brian Anderson,MIA,4.0,0.0,3%,3.0,156,590,87,161,11,65,2,62,.273,.357,.400,.757,,,,,,,,,,,,
2018,ROY,NL,flaheja01,Jack Flaherty,STL,2.0,0.0,1%,2.9,28,46,2,7,0,0,0,2,.152,.188,.152,.340,8,9,3.34,1.106,28,28,0,151.0,108,20,59,182
2018,ROY,NL,baderha01,Harrison Bader,STL,1.0,0.0,1%,3.4,138,379,61,100,12,37,15,31,.264,.334,.422,.756,,,,,,,,,,,,
2018,ROY,NL,hiranyo01,Yoshihisa Hirano,ARI,1.0,0.0,1%,1.0,70,1,0,0,0,0,0,0,.000,.000,.000,.000,4,3,2.44,1.085,75,0,3,66.1,49,6,23,59
2018,ROY,NL,mcneije01,Jeff McNeil,NYM,1.0,0.0,1%,3.2,63,225,35,74,3,19,7,14,.329,.381,.471,.852,,,,,,,,,,,,
