year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2021,CYA,NL,buehlwa01,Walker Buehler,LAD,70.0,0.0,33%,6.7,16,4,.800,2.47,33,33,0,0,0,0,207.2,149,61,57,19,52,2,212,6,0,5,815,0.968,165
2021,CYA,NL,woodrbr01,Brandon Woodruff,MIL,21.0,0.0,10%,5.7,9,10,.474,2.56,30,30,0,0,0,0,179.1,130,54,51,18,43,0,211,7,0,2,708,0.965,166
2021,CYA,NL,gausmke01,Kevin Gausman,SFG,7.0,0.0,3%,5.2,14,6,.700,2.81,33,33,0,0,0,0,192.0,150,66,60,20,50,1,227,4,0,7,775,1.042,145
2021,CYA,NL,uriasju01,Julio Urias,LAD,3.0,0.0,1%,4.4,20,3,.870,2.96,32,32,0,0,0,0,185.2,151,67,61,19,38,3,195,7,1,2,745,1.018,138
2021,CYA,NL,wainwad01,Adam Wainwright,STL,3.0,0.0,1%,3.5,17,7,.708,3.05,32,32,0,3,1,0,206.1,168,72,70,21,50,3,174,9,1,4,828,1.057,127
2021,CYA,NL,degroja01,Jacob deGrom,NYM,1.0,0.0,0%,4.4,7,2,.778,1.08,15,15,0,1,1,0,92.0,40,14,11,6,11,0,146,1,0,0,324,0.554,373
2021,MVP,AL,ohtansh01,Shohei Ohtani,LAA,420.0,30.0,100%,9.1,155,537,103,138,46,100,26,96,.257,.372,.592,.965,9,2,3.18,1.090,23,23,0,130.1,98,15,44,156
2021,MVP,AL,guerrvl02,Vladimir Guerrero Jr.,TOR,269.0,0.0,64%,6.8,161,604,123,188,48,111,4,86,.311,.401,.601,1.002,,,,,,,,,,,,
2021,MVP,AL,semiema01,Marcus Semien,TOR,232.0,0.0,55%,7.3,162,652,115,173,45,102,15,66,.265,.334,.538,.873,,,,,,,,,,,,
2021,MVP,AL,judgeaa01,Aaron Judge,NYY,171.0,0.0,41%,6.0,148,550,89,158,39,98,6,75,.287,.373,.544,.916,,,,,,,,,,,,
2021,MVP,AL,correca01,Carlos Correa,HOU,163.0,0.0,39%,7.2,148,555,104,155,26,92,0,75,.279,.366,.485,.850,,,,,,,,,,,,
2021,MVP,AL,ramirjo01,Jose Ramirez,CLE,133.0,0.0,32%,6.7,152,552,111,147,36,103,27,72,.266,.355,.538,.893,,,,,,,,,,,,
2021,MVP,AL,perezsa02,Salvador Perez,KCR,103.0,0.0,25%,5.3,161,620,88,169,48,121,1,28,.273,.316,.544,.859,,,,,,,,,,,,
2021,MVP,AL,olsonma02,Matt Olson,OAK,90.0,0.0,21%,5.8,156,565,101,153,39,111,4,88,.271,.371,.540,.911,,,,,,,,,,,,
2021,MVP,AL,mullice01,Cedric Mullins,BAL,87.0,0.0,21%,5.7,159,602,91,175,30,59,30,59,.291,.360,.518,.878,,,,,,,,,,,,
2021,MVP,AL,lowebr01,Brandon Lowe,TBR,34.0,0.0,8%,4.7,149,535,97,132,39,99,7,68,.247,.340,.523,.863,,,,,,,,,,,,
2021,MVP,AL,deverra01,Rafael Devers,BOS,28.0,0.0,7%,3.5,156,591,101,165,38,113,5,62,.279,.352,.538,.890,,,,,,,,,,,,
2021,MVP,AL,bichebo01,Bo Bichette,TOR,7.0,0.0,2%,5.9,159,640,121,191,29,102,25,40,.298,.343,.484,.828,,,,,,,,,,,,
2021,MVP,AL,bogaexa01,Xander Bogaerts,BOS,7.0,0.0,2%,4.9,144,529,90,156,23,79,5,62,.295,.370,.493,.863,,,,,,,,,,,,
2021,MVP,AL,abreujo02,José Abreu,CHW,5.0,0.0,1%,3.0,152,566,86,148,30,117,1,61,.261,.351,.481,.831,,,,,,,,,,,,
2021,MVP,AL,colege01,Gerrit Cole,NYY,4.0,0.0,1%,5.7,0,0,0,0,0,0,0,0,,,,,16,8,3.23,1.059,30,30,0,181.1,151,24,41,243
2021,MVP,AL,eovalna01,Nathan Eovaldi,BOS,4.0,0.0,1%,4.6,1,2,1,0,0,0,0,1,.000,.333,.000,.333,11,9,3.75,1.190,32,32,0,182.1,182,15,35,195
2021,MVP,AL,rayro02,Robbie Ray,TOR,4.0,0.0,1%,6.7,2,4,0,0,0,0,0,0,.000,.000,.000,.000,13,7,2.84,1.045,32,32,0,193.1,150,33,52,248
2021,MVP,AL,altuvjo01,Jose Altuve,HOU,3.0,0.0,1%,4.4,146,601,117,167,31,83,5,66,.278,.350,.489,.839,,,,,,,,,,,,
2021,MVP,AL,hernate01,Teoscar Hernandez,TOR,2.0,0.0,0%,3.9,143,550,92,163,32,116,12,36,.296,.346,.524,.870,,,,,,,,,,,,
2021,MVP,AL,hanigmi01,Mitch Haniger,SEA,1.0,0.0,0%,3.1,157,620,110,157,39,100,1,54,.253,.318,.485,.804,,,,,,,,,,,,
2021,MVP,AL,meadoau01,Austin Meadows,TBR,1.0,0.0,0%,2.0,142,518,79,121,27,106,4,59,.234,.315,.458,.772,,,,,,,,,,,,
2021,MVP,AL,tuckeky01,Kyle Tucker,HOU,1.0,0.0,0%,5.7,140,506,83,149,30,92,14,53,.294,.359,.557,.917,,,,,,,,,,,,
2021,MVP,AL,zuninmi01,Mike Zunino,TBR,1.0,0.0,0%,3.8,109,333,64,72,33,62,0,34,.216,.301,.559,.860,,,,,,,,,,,,
2021,MVP,NL,harpebr03,Bryce Harper,PHI,348.0,17.0,83%,5.9,141,488,101,151,35,84,13,100,.309,.429,.615,1.044,,,,,,,,,,,,
2021,MVP,NL,sotoju01,Juan Soto,WSN,274.0,6.0,65%,7.1,151,502,111,157,29,95,9,145,.313,.465,.534,.999,,,,,,,,,,,,
2021,MVP,NL,tatisfe02,Fernando Tatis Jr.,SDP,244.0,2.0,58%,6.6,130,478,99,135,42,97,25,62,.282,.364,.611,.975,,,,,,,,,,,,
2021,MVP,NL,crawfbr01,Brandon Crawford,SFG,213.0,4.0,51%,6.1,138,483,79,144,24,90,11,56,.298,.373,.522,.895,,,,,,,,,,,,
2021,MVP,NL,turnetr01,Trea Turner,TOT,185.0,1.0,44%,6.5,148,595,107,195,28,77,32,41,.328,.375,.536,.911,,,,,,,,,,,,
2021,MVP,NL,goldspa01,Paul Goldschmidt,STL,128.0,0.0,30%,6.1,158,603,102,177,31,99,12,67,.294,.365,.514,.879,,,,,,,,,,,,
2021,MVP,NL,rileyau01,Austin Riley,ATL,111.0,0.0,26%,6.1,160,590,91,179,33,107,0,52,.303,.367,.531,.898,,,,,,,,,,,,
2021,MVP,NL,oneilty01,Tyler O'Neill,STL,62.0,0.0,15%,6.3,138,482,89,138,34,80,15,38,.286,.352,.560,.912,,,,,,,,,,,,
2021,MVP,NL,freemfr01,Freddie Freeman,ATL,43.0,0.0,10%,4.7,159,600,120,180,31,83,8,85,.300,.393,.503,.896,,,,,,,,,,,,
2021,MVP,NL,muncyma01,Max Muncy,LAD,38.0,0.0,9%,4.9,144,497,95,124,36,94,2,83,.249,.368,.527,.895,,,,,,,,,,,,
2021,MVP,NL,reynobr01,Bryan Reynolds,PIT,33.0,0.0,8%,6.0,159,559,93,169,24,90,5,75,.302,.390,.522,.912,,,,,,,,,,,,
2021,MVP,NL,casteni01,Nick Castellanos,CIN,24.0,0.0,6%,3.2,138,531,95,164,34,100,3,41,.309,.362,.576,.939,,,,,,,,,,,,
2021,MVP,NL,albieoz01,Ozzie Albies,ATL,12.0,0.0,3%,3.4,156,629,103,163,30,106,20,47,.259,.310,.488,.799,,,,,,,,,,,,
2021,MVP,NL,scherma01,Max Scherzer,TOT,11.0,0.0,3%,5.2,28,59,0,0,0,1,0,0,.000,.000,.000,.000,15,4,2.46,0.864,30,30,0,179.1,119,23,36,236
2021,MVP,NL,burneco01,Corbin Burnes,MIL,9.0,0.0,2%,5.7,26,52,1,8,0,4,0,3,.154,.200,.154,.354,11,5,2.43,0.940,28,28,0,167.0,123,7,34,234
2021,MVP,NL,adamewi01,Willy Adames,MIL,8.0,0.0,2%,3.5,99,365,61,104,20,58,4,47,.285,.366,.521,.886,,,,,,,,,,,,
2021,MVP,NL,vottojo01,Joey Votto,CIN,8.0,0.0,2%,3.5,129,448,73,119,36,99,1,77,.266,.375,.563,.938,,,,,,,,,,,,
2021,MVP,NL,machama01,Manny Machado,SDP,7.0,0.0,2%,5.0,153,564,92,157,28,106,12,63,.278,.347,.489,.836,,,,,,,,,,,,
2021,MVP,NL,wheelza01,Zack Wheeler,PHI,6.0,0.0,1%,7.7,32,68,1,11,0,3,0,0,.162,.162,.191,.353,14,10,2.78,1.008,32,32,0,213.1,169,16,46,247
2021,MVP,NL,wainwad01,Adam Wainwright,STL,3.0,0.0,1%,3.7,33,57,1,7,0,4,0,3,.123,.167,.158,.325,17,7,3.05,1.057,32,32,0,206.1,168,21,50,174
2021,MVP,NL,gausmke01,Kevin Gausman,SFG,1.0,0.0,0%,5.4,31,54,6,10,0,4,0,2,.185,.211,.185,.396,14,6,2.81,1.042,33,33,0,192.0,150,20,50,227
2021,MVP,NL,poseybu01,Buster Posey,SFG,1.0,0.0,0%,3.5,113,395,68,120,18,56,0,56,.304,.390,.499,.889,,,,,,,,,,,,
2021,MVP,NL,wadela01,LaMonte Wade Jr,SFG,1.0,0.0,0%,1.2,109,336,52,85,18,56,6,33,.253,.326,.482,.808,,,,,,,,,,,,
2021,ROY,AL,arozara01,Randy Arozarena,TBR,124.0,22.0,83%,4.1,141,529,94,145,20,69,20,56,.274,.356,.459,.815,,,,,,,,,,,,
2021,ROY,AL,garcilu05,Luis Garcia,HOU,63.0,2.0,42%,2.6,3,6,0,0,0,0,0,0,.000,.000,.000,.000,11,8,3.48,1.178,30,28,0,155.1,133,19,50,167
2021,ROY,AL,francwa01,Wander Franco,TBR,30.0,2.0,20%,3.5,70,281,53,81,7,39,2,24,.288,.347,.463,.810,,,,,,,,,,,,
2021,ROY,AL,garciad02,Adolis García,TEX,27.0,3.0,18%,3.8,149,581,77,141,31,90,16,32,.243,.286,.454,.741,,,,,,,,,,,,
2021,ROY,AL,claseem01,Emmanuel Clase,CLE,11.0,1.0,7%,2.8,5,0,0,0,0,0,0,0,,,,,4,5,1.29,0.962,71,0,24,69.2,51,2,16,74
2021,ROY,AL,mountry01,Ryan Mountcastle,BAL,10.0,0.0,7%,0.9,144,534,77,136,33,89,4,41,.255,.309,.487,.796,,,,,,,,,,,,
2021,ROY,AL,mcclash01,Shane McClanahan,TBR,3.0,0.0,2%,1.5,0,0,0,0,0,0,0,0,,,,,10,6,3.43,1.273,25,25,0,123.1,120,14,37,141
2021,ROY,AL,manoaal01,Alek Manoah,TOR,2.0,0.0,1%,2.8,1,1,0,0,0,0,0,0,.000,.000,.000,.000,9,2,3.22,1.048,20,20,0,111.2,77,12,40,127
2021,ROY,NL,indiajo01,Jonathan India,CIN,148.0,29.0,99%,3.9,150,532,98,143,21,69,12,71,.269,.376,.459,.835,,,,,,,,,,,,
2021,ROY,NL,rogertr01,Trevor Rogers,MIA,86.0,1.0,57%,3.3,25,43,0,3,0,0,0,1,.070,.091,.070,.161,7,8,2.64,1.150,25,25,0,133.0,107,6,46,157
2021,ROY,NL,carlsdy01,Dylan Carlson,STL,22.0,0.0,15%,3.2,149,542,79,144,18,65,2,57,.266,.343,.437,.780,,,,,,,,,,,,
2021,ROY,NL,wisdopa01,Patrick Wisdom,CHC,5.0,0.0,3%,2.2,106,338,54,78,28,61,4,32,.231,.305,.518,.823,,,,,,,,,,,,
2021,ROY,NL,anderia01,Ian Anderson,ATL,3.0,0.0,2%,2.7,22,37,0,2,0,0,0,1,.054,.079,.081,.160,9,5,3.58,1.231,24,24,0,128.1,105,16,53,124
2021,ROY,NL,schwifr01,Frank Schwindel,CHC,2.0,0.0,1%,1.8,56,222,42,76,13,40,2,16,.342,.389,.613,1.002,,,,,,,,,,,,
2021,ROY,NL,stephty01,Tyler Stephenson,CIN,2.0,0.0,1%,1.9,132,350,56,100,10,45,0,41,.286,.366,.431,.797,,,,,,,,,,,,
2021,ROY,NL,bednada01,David Bednar,PIT,1.0,0.0,1%,2.1,58,1,0,0,0,0,0,0,.000,.000,.000,.000,3,1,2.23,0.973,61,0,3,60.2,40,5,19,77
2021,ROY,NL,gutievl01,Vladimir Gutiérrez,CIN,1.0,0.0,1%,1.8,21,33,3,3,0,1,0,2,.091,.143,.091,.234,9,6,4.74,1.412,22,22,0,114.0,115,20,46,88
