year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2014,MVP,AL,gordoal01,Alex Gordon,KCR,44.0,0.0,10%,6.1,156,563,87,150,19,74,12,65,.266,.351,.432,.783,,,,,,,,,,,,
2014,MVP,AL,altuvjo01,Jose Altuve,HOU,41.0,0.0,10%,5.5,158,660,85,225,7,59,56,36,.341,.377,.453,.830,,,,,,,,,,,,
2014,MVP,AL,jonesad01,Adam Jones,BAL,34.0,0.0,8%,4.8,159,644,88,181,29,96,7,19,.281,.311,.469,.780,,,,,,,,,,,,
2014,MVP,AL,beltrad01,Adrian Beltre,TEX,22.0,0.0,5%,6.2,148,549,79,178,19,77,1,57,.324,.388,.492,.879,,,,,,,,,,,,
2014,MVP,AL,hollagr01,Greg Holland,KCR,13.0,0.0,3%,2.6,6,0,0,0,0,0,0,0,,,,,1,3,1.44,0.914,65,0,46,62.1,37,3,20,90
2014,MVP,AL,pujolal01,Albert Pujols,LAA,5.0,0.0,1%,3.9,159,633,89,172,28,105,5,48,.272,.324,.466,.790,,,,,,,,,,,,
2014,MVP,AL,kendrho01,Howie Kendrick,LAA,3.0,0.0,1%,6.1,157,617,85,181,7,75,14,48,.293,.347,.397,.744,,,,,,,,,,,,
2014,MVP,AL,shielja02,James Shields,KCR,3.0,0.0,1%,3.8,3,7,1,2,0,1,0,0,.286,.286,.429,.714,14,8,3.21,1.181,34,34,0,227.0,224,23,44,180
2014,MVP,AL,seageky01,Kyle Seager,SEA,1.0,0.0,0%,6.3,159,590,71,158,25,96,7,52,.268,.334,.454,.788,,,,,,,,,,,,
2014,MVP,NL,kershcl01,Clayton Kershaw,LAD,355.0,18.0,85%,8.2,26,63,5,11,0,3,1,4,.175,.235,.206,.442,21,3,1.77,0.857,27,27,0,198.1,139,9,31,239
2014,MVP,NL,stantmi03,Giancarlo Stanton,MIA,298.0,8.0,71%,6.5,145,539,89,155,37,105,13,94,.288,.395,.555,.950,,,,,,,,,,,,
2014,MVP,NL,mccutan01,Andrew McCutchen,PIT,271.0,4.0,65%,6.4,146,548,89,172,25,83,18,84,.314,.410,.542,.952,,,,,,,,,,,,
2014,MVP,NL,lucrojo01,Jonathan Lucroy,MIL,167.0,0.0,40%,6.4,153,585,73,176,13,69,4,66,.301,.373,.465,.837,,,,,,,,,,,,
2014,MVP,NL,rendoan01,Anthony Rendon,WSN,155.0,0.0,37%,6.5,153,613,111,176,21,83,17,58,.287,.351,.473,.824,,,,,,,,,,,,
2014,MVP,NL,poseybu01,Buster Posey,SFG,152.0,0.0,36%,5.1,147,547,72,170,22,89,0,47,.311,.364,.490,.854,,,,,,,,,,,,
2014,MVP,NL,gonzaad01,Adrian Gonzalez,LAD,57.0,0.0,14%,4.4,159,591,83,163,27,116,1,56,.276,.335,.482,.817,,,,,,,,,,,,
2014,MVP,NL,wainwad01,Adam Wainwright,STL,53.0,0.0,13%,6.4,30,72,4,13,0,6,0,3,.181,.213,.222,.436,20,9,2.38,1.031,32,32,0,227.0,184,10,50,179
2014,MVP,NL,harrijo05,Josh Harrison,PIT,52.0,0.0,12%,5.6,143,520,77,164,13,52,18,22,.315,.347,.490,.837,,,,,,,,,,,,
2014,MVP,NL,rizzoan01,Anthony Rizzo,CHC,37.0,0.0,9%,5.6,140,524,89,150,32,78,5,73,.286,.386,.527,.913,,,,,,,,,,,,
2014,MVP,NL,pencehu01,Hunter Pence,SFG,34.0,0.0,8%,4.0,162,650,106,180,20,74,13,52,.277,.332,.445,.777,,,,,,,,,,,,
2014,MVP,NL,cuetojo01,Johnny Cueto,CIN,22.0,0.0,5%,6.6,32,68,3,9,0,3,0,2,.132,.157,.132,.289,20,9,2.25,0.960,34,34,0,243.2,169,22,65,242
2014,MVP,NL,martiru01,Russell Martin,PIT,21.0,0.0,5%,5.7,111,379,45,110,11,67,4,59,.290,.402,.430,.832,,,,,,,,,,,,
2014,MVP,NL,hollima01,Matt Holliday,STL,17.0,0.0,4%,3.3,156,574,83,156,20,90,4,74,.272,.370,.441,.811,,,,,,,,,,,,
2014,MVP,NL,peraljh01,Jhonny Peralta,STL,17.0,0.0,4%,5.8,157,560,61,147,21,75,3,58,.263,.336,.443,.779,,,,,,,,,,,,
2014,MVP,NL,gomezca01,Carlos Gomez,MIL,13.0,0.0,3%,4.7,148,574,95,163,23,73,34,47,.284,.356,.477,.833,,,,,,,,,,,,
2014,MVP,NL,uptonju01,Justin Upton,ATL,10.0,0.0,2%,3.1,154,566,77,153,29,102,8,60,.270,.342,.491,.833,,,,,,,,,,,,
2014,MVP,NL,werthja01,Jayson Werth,WSN,9.0,0.0,2%,4.2,147,534,85,156,16,82,9,83,.292,.394,.455,.849,,,,,,,,,,,,
2014,MVP,NL,puigya01,Yasiel Puig,LAD,8.0,0.0,2%,4.9,148,558,92,165,16,69,11,67,.296,.382,.480,.863,,,,,,,,,,,,
2014,MVP,NL,spande01,Denard Span,WSN,8.0,0.0,2%,4.3,147,610,94,184,5,37,31,50,.302,.355,.416,.771,,,,,,,,,,,,
2014,MVP,NL,mesorde01,Devin Mesoraco,CIN,5.0,0.0,1%,4.9,114,384,54,105,25,80,1,41,.273,.359,.534,.893,,,,,,,,,,,,
2014,MVP,NL,dudalu01,Lucas Duda,NYM,3.0,0.0,1%,3.8,153,514,74,130,30,92,3,69,.253,.349,.481,.830,,,,,,,,,,,,
2014,MVP,NL,freemfr01,Freddie Freeman,ATL,2.0,0.0,0%,3.0,162,607,93,175,18,78,3,90,.288,.386,.461,.847,,,,,,,,,,,,
2014,MVP,NL,morneju01,Justin Morneau,COL,2.0,0.0,0%,3.4,135,502,62,160,17,82,0,34,.319,.364,.496,.860,,,,,,,,,,,,
2014,MVP,NL,gordode01,Dee Strange-Gordon,LAD,1.0,0.0,0%,3.5,148,609,92,176,2,34,64,31,.289,.326,.378,.704,,,,,,,,,,,,
2014,MVP,NL,tulowtr01,Troy Tulowitzki,COL,1.0,0.0,0%,5.7,91,315,71,107,21,52,1,50,.340,.432,.603,1.035,,,,,,,,,,,,
2014,ROY,AL,abreujo02,José Abreu,CHW,150.0,30.0,100%,5.8,145,556,80,176,36,107,3,51,.317,.383,.581,.964,,,,,,,,,,,,
2014,ROY,AL,shoemma01,Matt Shoemaker,LAA,40.0,0.0,27%,2.4,1,1,0,0,0,0,0,0,.000,.000,.000,.000,16,4,3.04,1.074,27,20,0,136.0,122,14,24,124
2014,ROY,AL,betande01,Dellin Betances,NYY,27.0,0.0,18%,3.7,6,0,0,0,0,0,0,0,,,,,5,0,1.40,0.778,70,0,1,90.0,46,4,24,135
2014,ROY,AL,mchugco01,Collin McHugh,HOU,21.0,0.0,14%,3.8,1,2,0,0,0,0,0,0,.000,.000,.000,.000,11,9,2.73,1.022,25,25,0,154.2,117,13,41,157
2014,ROY,AL,tanakma01,Masahiro Tanaka,NYY,16.0,0.0,11%,3.1,3,9,0,1,0,0,0,0,.111,.111,.111,.222,13,5,2.77,1.056,20,20,0,136.1,123,15,21,141
2014,ROY,AL,ventuyo01,Yordano Ventura,KCR,9.0,0.0,6%,3.4,2,4,1,1,0,0,0,0,.250,.250,.250,.500,14,10,3.20,1.295,31,30,0,183.0,168,14,69,159
2014,ROY,AL,santada01,Danny Santana,MIN,3.0,0.0,2%,3.8,101,405,70,129,7,40,20,19,.319,.353,.472,.824,,,,,,,,,,,,
2014,ROY,AL,casteni01,Nick Castellanos,DET,1.0,0.0,1%,-0.1,148,533,50,138,11,66,2,36,.259,.306,.394,.700,,,,,,,,,,,,
2014,ROY,AL,holtbr01,Brock Holt,BOS,1.0,0.0,1%,2.1,106,449,68,126,4,29,12,33,.281,.331,.381,.711,,,,,,,,,,,,
2014,ROY,AL,odorija01,Jake Odorizzi,TBR,1.0,0.0,1%,1.3,2,4,0,0,0,1,0,1,.000,.200,.000,.200,11,13,4.13,1.280,31,31,0,168.0,156,20,59,174
2014,ROY,AL,springe01,George Springer,HOU,1.0,0.0,1%,2.0,78,295,45,68,20,51,5,39,.231,.336,.468,.804,,,,,,,,,,,,
2014,ROY,NL,degroja01,Jacob deGrom,NYM,142.0,26.0,95%,3.5,22,46,3,10,0,2,0,1,.217,.234,.261,.495,9,6,2.69,1.140,22,22,0,140.1,117,7,43,144
2014,ROY,NL,hamilbi02,Billy Hamilton,CIN,92.0,4.0,61%,2.5,152,563,72,141,6,48,56,34,.250,.292,.355,.648,,,,,,,,,,,,
2014,ROY,NL,wongko01,Kolten Wong,STL,14.0,0.0,9%,2.4,113,402,52,100,12,42,20,21,.249,.292,.388,.680,,,,,,,,,,,,
2014,ROY,NL,gileske01,Ken Giles,PHI,8.0,0.0,5%,2.0,42,0,0,0,0,0,0,0,,,,,3,1,1.18,0.788,44,0,1,45.2,25,1,11,64
2014,ROY,NL,inciaen01,Ender Inciarte,ARI,4.0,0.0,3%,3.3,118,418,54,116,4,27,19,25,.278,.318,.359,.677,,,,,,,,,,,,
2014,ROY,NL,panikjo01,Joe Panik,SFG,3.0,0.0,2%,1.9,73,269,31,82,1,18,0,16,.305,.343,.368,.711,,,,,,,,,,,,
2014,ROY,NL,darnatr01,Travis d'Arnaud,NYM,2.0,0.0,1%,0.5,108,385,48,93,13,41,1,32,.242,.302,.416,.718,,,,,,,,,,,,
2014,ROY,NL,familje01,Jeurys Familia,NYM,2.0,0.0,1%,1.1,71,3,0,2,0,1,0,0,.667,.667,.667,1.333,2,5,2.21,1.177,76,0,5,77.1,59,3,32,73
2014,ROY,NL,hendrky01,Kyle Hendricks,CHC,2.0,0.0,1%,2.9,13,24,1,3,0,1,0,3,.125,.222,.125,.347,7,2,2.46,1.083,13,13,0,80.1,72,4,15,47
2014,ROY,NL,anderch01,Chase Anderson,ARI,1.0,0.0,1%,0.5,21,34,0,1,0,0,0,0,.029,.057,.029,.087,9,7,4.01,1.373,21,21,0,114.1,117,16,40,105
