year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2020,MVP,AL,cruzne02,Nelson Cruz,MIN,128.0,0.0,30%,1.9,53,185,33,56,16,33,0,25,.303,.397,.595,.992,,,,,,,,,,,,
2020,MVP,AL,anderti01,Tim Anderson,CHW,125.0,0.0,30%,2.3,49,208,45,67,10,21,5,10,.322,.357,.529,.886,,,,,,,,,,,,
2020,MVP,AL,lowebr01,Brandon Lowe,TBR,104.0,0.0,25%,2.5,56,193,36,52,14,37,3,25,.269,.362,.554,.916,,,,,,,,,,,,
2020,MVP,AL,voitlu01,Luke Voit,NYY,85.0,0.0,20%,1.7,56,213,41,59,22,52,0,17,.277,.338,.610,.948,,,,,,,,,,,,
2020,MVP,AL,rendoan01,Anthony Rendon,LAA,42.0,0.0,10%,2.2,52,189,29,54,9,31,0,38,.286,.418,.497,.915,,,,,,,,,,,,
2020,MVP,AL,hernate01,Teoscar Hernandez,TOR,8.0,0.0,2%,1.4,50,190,33,55,16,34,6,14,.289,.340,.579,.919,,,,,,,,,,,,
2020,MVP,AL,verdual01,Alex Verdugo,BOS,6.0,0.0,1%,2.1,53,201,36,62,6,15,4,17,.308,.367,.478,.844,,,,,,,,,,,,
2020,MVP,AL,hendrli01,Liam Hendriks,OAK,4.0,0.0,1%,1.5,0,0,0,0,0,0,0,0,,,,,3,1,1.78,0.671,24,0,14,25.1,14,1,3,37
2020,MVP,AL,ryuhy01,Hyun Jin Ryu,TOR,4.0,0.0,1%,2.9,0,0,0,0,0,0,0,0,,,,,5,2,2.69,1.149,12,12,0,67.0,60,6,17,72
2020,MVP,AL,springe01,George Springer,HOU,4.0,0.0,1%,2.2,51,189,37,50,14,32,1,24,.265,.359,.540,.899,,,,,,,,,,,,
2020,MVP,AL,buxtoby01,Byron Buxton,MIN,2.0,0.0,0%,2.1,39,130,19,33,13,27,2,2,.254,.267,.577,.844,,,,,,,,,,,,
2020,MVP,AL,bogaexa01,Xander Bogaerts,BOS,1.0,0.0,0%,1.6,56,203,36,61,11,28,8,21,.300,.364,.502,.867,,,,,,,,,,,,
2020,MVP,AL,fletcda02,David Fletcher,LAA,1.0,0.0,0%,2.0,49,207,31,66,3,18,2,20,.319,.376,.425,.801,,,,,,,,,,,,
2020,MVP,AL,keuchda01,Dallas Keuchel,CHW,1.0,0.0,0%,2.1,0,0,0,0,0,0,0,0,,,,,6,2,1.99,1.089,11,11,0,63.1,52,2,17,42
2020,MVP,AL,lewisky01,Kyle Lewis,SEA,1.0,0.0,0%,1.6,58,206,37,54,11,28,5,34,.262,.364,.437,.801,,,,,,,,,,,,
2020,MVP,AL,perezsa02,Salvador Perez,KCR,1.0,0.0,0%,2.1,37,150,22,50,11,32,1,3,.333,.353,.633,.986,,,,,,,,,,,,
2020,MVP,AL,rosared01,Eddie Rosario,MIN,1.0,0.0,0%,1.2,57,210,31,54,13,42,3,19,.257,.316,.476,.792,,,,,,,,,,,,
2020,MVP,NL,freemfr01,Freddie Freeman,ATL,410.0,28.0,98%,3.3,60,214,51,73,13,53,2,45,.341,.462,.640,1.102,,,,,,,,,,,,
2020,MVP,NL,bettsmo01,Mookie Betts,LAD,268.0,2.0,64%,3.6,55,219,47,64,16,39,10,24,.292,.366,.562,.927,,,,,,,,,,,,
2020,MVP,NL,machama01,Manny Machado,SDP,221.0,0.0,53%,3.2,60,224,44,68,16,47,6,26,.304,.370,.580,.950,,,,,,,,,,,,
2020,MVP,NL,tatisfe02,Fernando Tatis Jr.,SDP,201.0,0.0,48%,2.8,59,224,50,62,17,45,11,27,.277,.366,.571,.937,,,,,,,,,,,,
2020,MVP,NL,sotoju01,Juan Soto,WSN,172.0,0.0,41%,2.4,47,154,39,54,13,37,6,41,.351,.490,.695,1.185,,,,,,,,,,,,
2020,MVP,NL,ozunama01,Marcell Ozuna,ATL,167.0,0.0,40%,2.6,60,228,38,77,18,56,0,38,.338,.431,.636,1.067,,,,,,,,,,,,
2020,MVP,NL,turnetr01,Trea Turner,WSN,83.0,0.0,20%,2.8,59,233,46,78,12,41,12,22,.335,.394,.588,.982,,,,,,,,,,,,
2020,MVP,NL,yastrmi01,Mike Yastrzemski,SFG,81.0,0.0,19%,2.6,54,192,39,57,10,35,2,30,.297,.400,.568,.968,,,,,,,,,,,,
2020,MVP,NL,seageco01,Corey Seager,LAD,43.0,0.0,10%,2.1,52,212,38,65,15,41,1,17,.307,.358,.585,.943,,,,,,,,,,,,
2020,MVP,NL,bauertr01,Trevor Bauer,CIN,32.0,0.0,8%,2.9,0,0,0,0,0,0,0,0,,,,,5,4,1.73,0.795,11,11,0,73.0,41,9,17,100
2020,MVP,NL,storytr01,Trevor Story,COL,23.0,0.0,5%,2.5,59,235,41,68,11,28,15,24,.289,.355,.519,.874,,,,,,,,,,,,
2020,MVP,NL,acunaro01,Ronald Acuna Jr.,ATL,21.0,0.0,5%,2.3,46,160,46,40,14,29,8,38,.250,.406,.581,.987,,,,,,,,,,,,
2020,MVP,NL,smithdo02,Dominic Smith,NYM,16.0,0.0,4%,2.0,50,177,27,56,10,42,0,14,.316,.377,.616,.993,,,,,,,,,,,,
2020,MVP,NL,darviyu01,Yu Darvish,CHC,14.0,0.0,3%,2.8,0,0,0,0,0,0,0,0,,,,,8,3,2.01,0.961,12,12,0,76.0,59,5,14,93
2020,MVP,NL,goldspa01,Paul Goldschmidt,STL,9.0,0.0,2%,2.0,58,191,31,58,6,21,1,37,.304,.417,.466,.883,,,,,,,,,,,,
2020,MVP,NL,beltbr01,Brandon Belt,SFG,2.0,0.0,0%,2.0,51,149,25,46,9,30,0,30,.309,.425,.591,1.015,,,,,,,,,,,,
2020,MVP,NL,myerswi01,Wil Myers,SDP,2.0,0.0,0%,1.8,55,198,34,57,15,40,2,18,.288,.353,.606,.959,,,,,,,,,,,,
2020,MVP,NL,friedma01,Max Fried,ATL,1.0,0.0,0%,2.9,0,0,0,0,0,0,0,0,,,,,7,0,2.25,1.089,11,11,0,56.0,42,2,19,50
2020,MVP,NL,happia01,Ian Happ,CHC,1.0,0.0,0%,1.4,57,198,27,51,12,28,1,30,.258,.361,.505,.866,,,,,,,,,,,,
2020,MVP,NL,swansda01,Dansby Swanson,ATL,1.0,0.0,0%,2.8,60,237,49,65,10,35,5,22,.274,.345,.464,.809,,,,,,,,,,,,
2020,MVP,NL,teperry01,Ryan Tepera,CHC,1.0,0.0,0%,0.2,0,0,0,0,0,0,0,0,,,,,0,1,3.92,1.403,21,0,0,20.2,17,2,12,31
2020,MVP,NL,willide03,Devin Williams,MIL,1.0,0.0,0%,1.2,0,0,0,0,0,0,0,0,,,,,4,1,0.33,0.630,22,0,0,27.0,8,1,9,53
2020,ROY,AL,lewisky01,Kyle Lewis,SEA,150.0,30.0,100%,1.6,58,206,37,54,11,28,5,34,.262,.364,.437,.801,,,,,,,,,,,,
2020,ROY,AL,roberlu01,Luis Robert,CHW,83.0,0.0,55%,1.8,56,202,33,47,11,31,9,20,.233,.302,.436,.738,,,,,,,,,,,,
2020,ROY,AL,javiecr01,Cristian Javier,HOU,11.0,0.0,7%,1.2,0,0,0,0,0,0,0,0,,,,,5,2,3.48,0.994,12,10,0,54.1,36,11,18,54
2020,ROY,AL,castrwi01,Willi Castro,DET,7.0,0.0,5%,0.4,36,129,21,45,6,24,0,7,.349,.381,.550,.932,,,,,,,,,,,,
2020,ROY,AL,murphse01,Sean Murphy,OAK,7.0,0.0,5%,1.1,43,116,21,27,7,14,0,24,.233,.364,.457,.821,,,,,,,,,,,,
2020,ROY,AL,karinja01,James Karinchak,CLE,5.0,0.0,3%,0.6,0,0,0,0,0,0,0,0,,,,,1,2,2.67,1.111,27,0,1,27.0,14,1,16,53
2020,ROY,AL,walshja01,Jared Walsh,LAA,4.0,0.0,3%,0.7,32,99,19,29,9,26,0,5,.293,.324,.646,.971,,,,,,,,,,,,
2020,ROY,AL,luzarje01,Jesus Luzardo,OAK,1.0,0.0,1%,0.9,0,0,0,0,0,0,0,0,,,,,3,2,4.12,1.271,12,9,0,59.0,58,9,17,59
2020,ROY,AL,mountry01,Ryan Mountcastle,BAL,1.0,0.0,1%,0.8,35,126,12,42,5,23,0,11,.333,.386,.492,.878,,,,,,,,,,,,
2020,ROY,AL,singebr01,Brady Singer,KCR,1.0,0.0,1%,1.2,0,0,0,0,0,0,0,0,,,,,4,5,4.06,1.166,12,12,0,64.1,52,8,23,61
2020,ROY,NL,willide03,Devin Williams,MIL,95.0,14.0,63%,1.2,0,0,0,0,0,0,0,0,,,,,4,1,0.33,0.630,22,0,0,27.0,8,1,9,53
2020,ROY,NL,bohmal01,Alec Bohm,PHI,74.0,9.0,49%,0.9,44,160,24,54,4,23,1,16,.338,.400,.481,.881,,,,,,,,,,,,
2020,ROY,NL,croneja01,Jake Cronenworth,SDP,74.0,6.0,49%,1.7,54,172,26,49,4,20,3,18,.285,.354,.477,.831,,,,,,,,,,,,
2020,ROY,NL,gonsoto01,Tony Gonsolin,LAD,11.0,1.0,7%,1.4,1,0,0,0,0,0,0,0,,,,,2,2,2.31,0.836,9,8,0,46.2,32,2,7,46
2020,ROY,NL,maydu01,Dustin May,LAD,8.0,0.0,5%,1.4,0,0,0,0,0,0,0,0,,,,,3,1,2.57,1.089,12,10,0,56.0,45,9,16,44
2020,ROY,NL,hayeske01,Ke'Bryan Hayes,PIT,5.0,0.0,3%,1.9,24,85,17,32,5,11,1,9,.376,.442,.682,1.124,,,,,,,,,,,,
2020,ROY,NL,anderia01,Ian Anderson,ATL,1.0,0.0,1%,1.2,0,0,0,0,0,0,0,0,,,,,3,2,1.95,1.082,6,6,0,32.1,21,1,14,41
2020,ROY,NL,gimenan01,Andres Gimenez,NYM,1.0,0.0,1%,1.0,49,118,22,31,3,12,8,7,.263,.333,.398,.732,,,,,,,,,,,,
2020,ROY,NL,sanchsi01,Sixto Sanchez,MIA,1.0,0.0,1%,1.6,0,0,0,0,0,0,0,0,,,,,3,2,3.46,1.205,7,7,0,39.0,36,3,11,33
