year,award,league,bbref_id,name,team,points,votes_first,share_first,WAR,G,AB,R,H,HR,RBI,SB,BB,AVG,OBP,SLG,OPS,W,L,ERA,WHIP,G_p,GS,SV,IP,H_p,HR_p,BB_p,SO_p
2015,MVP,AL,encared01,Edwin Encarnacion,TOR,38.0,0.0,9%,4.9,146,528,94,146,39,111,3,77,.277,.372,.557,.929,,,,,,,,,,,,
2015,MVP,AL,fieldpr01,Prince Fielder,TEX,33.0,0.0,8%,2.0,158,613,78,187,23,98,0,64,.305,.378,.463,.841,,,,,,,,,,,,
2015,MVP,AL,davisch02,Chris Davis,BAL,32.0,0.0,8%,4.9,160,573,100,150,47,117,2,84,.262,.361,.562,.923,,,,,,,,,,,,
2015,MVP,AL,martijd02,J.D. Martinez,DET,18.0,0.0,4%,5.4,158,596,93,168,38,102,3,53,.282,.344,.535,.879,,,,,,,,,,,,
2015,MVP,AL,kipnija01,Jason Kipnis,CLE,17.0,0.0,4%,4.0,141,565,86,171,9,52,12,57,.303,.372,.451,.823,,,,,,,,,,,,
2015,MVP,AL,kiermke01,Kevin Kiermaier,TBR,10.0,0.0,2%,7.1,151,505,62,133,10,40,18,24,.263,.298,.420,.718,,,,,,,,,,,,
2015,MVP,AL,moralke01,Kendrys Morales,KCR,7.0,0.0,2%,2.7,158,569,81,165,22,106,0,58,.290,.362,.485,.847,,,,,,,,,,,,
2015,MVP,AL,bettsmo01,Mookie Betts,BOS,4.0,0.0,1%,6.1,145,597,92,174,18,77,21,46,.291,.341,.479,.820,,,,,,,,,,,,
2015,MVP,AL,salech01,Chris Sale,CHW,4.0,0.0,1%,3.4,3,9,1,1,0,0,0,0,.111,.111,.111,.222,13,11,3.41,1.088,31,31,0,208.2,185,23,42,274
2015,MVP,AL,abreujo02,José Abreu,CHW,3.0,0.0,1%,3.5,154,613,88,178,30,101,0,39,.290,.347,.502,.850,,,,,,,,,,,,
2015,MVP,AL,kinslia01,Ian Kinsler,DET,3.0,0.0,1%,4.7,154,624,94,185,11,73,10,43,.296,.342,.428,.770,,,,,,,,,,,,
2015,MVP,AL,moustmi01,Mike Moustakas,KCR,3.0,0.0,1%,4.1,147,549,73,156,22,82,1,43,.284,.348,.470,.817,,,,,,,,,,,,
2015,MVP,AL,correca01,Carlos Correa,HOU,2.0,0.0,0%,4.8,99,387,52,108,22,68,14,40,.279,.345,.512,.857,,,,,,,,,,,,
2015,MVP,AL,hosmeer01,Eric Hosmer,KCR,2.0,0.0,0%,4.3,158,599,98,178,18,93,7,61,.297,.363,.459,.822,,,,,,,,,,,,
2015,MVP,AL,martiru01,Russell Martin,TOR,2.0,0.0,0%,3.2,129,441,76,106,23,77,4,53,.240,.329,.458,.787,,,,,,,,,,,,
2015,MVP,AL,mccanbr01,Brian McCann,NYY,2.0,0.0,0%,2.8,135,465,68,108,26,94,0,52,.232,.320,.437,.756,,,,,,,,,,,,
2015,MVP,AL,brantmi02,Michael Brantley,CLE,1.0,0.0,0%,3.8,137,529,68,164,15,84,15,60,.310,.379,.480,.859,,,,,,,,,,,,
2015,MVP,AL,daviswa01,Wade Davis,KCR,1.0,0.0,0%,3.5,6,0,0,0,0,0,0,0,,,,,8,1,0.94,0.787,69,0,17,67.1,33,3,20,78
2015,MVP,AL,doziebr01,Brian Dozier,MIN,1.0,0.0,0%,2.8,157,628,101,148,28,77,12,61,.236,.307,.444,.751,,,,,,,,,,,,
2015,MVP,AL,ortizda01,David Ortiz,BOS,1.0,0.0,0%,3.1,146,528,73,144,37,108,0,77,.273,.360,.553,.913,,,,,,,,,,,,
2015,MVP,AL,rodrial01,Alex Rodriguez,NYY,1.0,0.0,0%,3.0,151,523,83,131,33,86,4,84,.250,.356,.486,.842,,,,,,,,,,,,
2015,MVP,AL,teixema01,Mark Teixeira,NYY,1.0,0.0,0%,3.3,111,392,57,100,31,79,2,59,.255,.357,.548,.906,,,,,,,,,,,,
2015,MVP,NL,harpebr03,Bryce Harper,WSN,420.0,30.0,100%,9.7,153,521,118,172,42,99,6,124,.330,.460,.649,1.109,,,,,,,,,,,,
2015,MVP,NL,goldspa01,Paul Goldschmidt,ARI,234.0,0.0,56%,8.3,159,567,103,182,33,110,21,118,.321,.435,.570,1.005,,,,,,,,,,,,
2015,MVP,NL,vottojo01,Joey Votto,CIN,175.0,0.0,42%,7.8,158,545,95,171,29,80,11,143,.314,.459,.541,1.000,,,,,,,,,,,,
2015,MVP,NL,rizzoan01,Anthony Rizzo,CHC,162.0,0.0,39%,6.4,160,586,94,163,31,101,17,78,.278,.387,.512,.899,,,,,,,,,,,,
2015,MVP,NL,mccutan01,Andrew McCutchen,PIT,139.0,0.0,33%,5.0,157,566,91,165,23,96,11,98,.292,.401,.488,.889,,,,,,,,,,,,
2015,MVP,NL,arrieja01,Jake Arrieta,CHC,134.0,0.0,32%,8.6,30,79,5,12,2,2,0,1,.152,.163,.266,.428,22,6,1.77,0.865,33,33,0,229.0,150,10,48,236
2015,MVP,NL,greinza01,Zack Greinke,LAD,130.0,0.0,31%,9.5,30,67,8,15,2,3,1,1,.224,.232,.343,.575,19,3,1.66,0.844,32,32,0,222.2,148,14,40,200
2015,MVP,NL,arenano01,Nolan Arenado,COL,102.0,0.0,24%,6.3,157,616,97,177,42,130,2,34,.287,.323,.575,.898,,,,,,,,,,,,
2015,MVP,NL,poseybu01,Buster Posey,SFG,84.0,0.0,20%,5.9,150,557,74,177,19,95,2,56,.318,.379,.470,.849,,,,,,,,,,,,
2015,MVP,NL,kershcl01,Clayton Kershaw,LAD,49.0,0.0,12%,7.3,31,71,2,9,0,2,0,2,.127,.162,.155,.317,16,7,2.13,0.881,33,33,0,232.2,163,15,42,301
2015,MVP,NL,bryankr01,Kris Bryant,CHC,34.0,0.0,8%,5.3,151,559,87,154,26,99,13,77,.275,.369,.488,.858,,,,,,,,,,,,
2015,MVP,NL,carpema01,Matt Carpenter,STL,26.0,0.0,6%,5.0,154,574,101,156,28,84,4,81,.272,.365,.505,.871,,,,,,,,,,,,
2015,MVP,NL,cespeyo01,Yoenis Céspedes,NYM,24.0,0.0,6%,2.1,57,230,39,66,17,44,4,14,.287,.337,.604,.942,,,,,,,,,,,,
2015,MVP,NL,polloaj01,AJ Pollock,ARI,21.0,0.0,5%,6.9,157,609,111,192,20,76,39,53,.315,.367,.498,.865,,,,,,,,,,,,
2015,MVP,NL,heywaja01,Jason Heyward,STL,15.0,0.0,4%,6.9,154,547,79,160,13,60,23,56,.293,.359,.439,.797,,,,,,,,,,,,
2015,MVP,NL,gordode01,Dee Strange-Gordon,MIA,6.0,0.0,1%,4.3,145,615,88,205,4,46,58,25,.333,.359,.418,.776,,,,,,,,,,,,
2015,MVP,NL,rosentr01,Trevor Rosenthal,STL,5.0,0.0,1%,2.6,64,1,0,0,0,0,0,0,.000,.000,.000,.000,2,4,2.10,1.267,68,0,48,68.2,62,3,25,83
2015,MVP,NL,grandcu01,Curtis Granderson,NYM,4.0,0.0,1%,5.1,157,580,98,150,26,70,11,91,.259,.364,.457,.821,,,,,,,,,,,,
2015,MVP,NL,colege01,Gerrit Cole,PIT,3.0,0.0,1%,4.5,30,60,5,9,0,2,0,2,.150,.177,.150,.327,19,8,2.60,1.091,32,32,0,208.0,183,11,44,202
2015,MVP,NL,gonzaad01,Adrian Gonzalez,LAD,3.0,0.0,1%,4.6,156,571,76,157,28,90,0,62,.275,.350,.480,.830,,,,,,,,,,,,
2015,ROY,AL,correca01,Carlos Correa,HOU,124.0,17.0,83%,4.8,99,387,52,108,22,68,14,40,.279,.345,.512,.857,,,,,,,,,,,,
2015,ROY,AL,lindofr01,Francisco Lindor,CLE,109.0,13.0,73%,4.0,99,390,50,122,12,51,12,27,.313,.353,.482,.835,,,,,,,,,,,,
2015,ROY,AL,sanomi01,Miguel Sano,MIN,20.0,0.0,13%,2.4,80,279,46,75,18,52,1,53,.269,.385,.530,.916,,,,,,,,,,,,
2015,ROY,AL,osunaro01,Roberto Osuna,TOR,8.0,0.0,5%,1.8,4,0,0,0,0,0,0,0,,,,,1,6,2.58,0.919,68,0,20,69.2,48,7,16,75
2015,ROY,AL,burnsbi02,Billy Burns,OAK,6.0,0.0,4%,3.2,125,520,70,153,5,42,26,26,.294,.334,.392,.726,,,,,,,,,,,,
2015,ROY,AL,rosared01,Eddie Rosario,MIN,2.0,0.0,1%,2.2,122,453,60,121,13,50,11,15,.267,.289,.459,.748,,,,,,,,,,,,
2015,ROY,AL,deshide02,Delino DeShields,TEX,1.0,0.0,1%,1.0,121,425,83,111,2,37,25,53,.261,.344,.374,.718,,,,,,,,,,,,
2015,ROY,NL,bryankr01,Kris Bryant,CHC,150.0,30.0,100%,5.3,151,559,87,154,26,99,13,77,.275,.369,.488,.858,,,,,,,,,,,,
2015,ROY,NL,duffyma01,Matt Duffy,SFG,70.0,0.0,47%,3.9,149,573,77,169,12,77,12,30,.295,.334,.428,.762,,,,,,,,,,,,
2015,ROY,NL,kangju01,Jung Ho Kang,PIT,28.0,0.0,19%,3.9,126,421,60,121,15,58,5,28,.287,.355,.461,.816,,,,,,,,,,,,
2015,ROY,NL,syndeno01,Noah Syndergaard,NYM,16.0,0.0,11%,2.8,22,43,2,9,1,4,0,1,.209,.227,.302,.530,9,7,3.24,1.047,24,24,0,150.0,126,19,31,166
2015,ROY,NL,bourju01,Justin Bour,MIA,4.0,0.0,3%,0.5,129,409,42,107,23,73,0,34,.262,.321,.479,.800,,,,,,,,,,,,
2015,ROY,NL,pederjo01,Joc Pederson,LAD,1.0,0.0,1%,2.6,151,480,67,101,26,54,4,92,.210,.346,.417,.763,,,,,,,,,,,,
2015,ROY,NL,piscost01,Stephen Piscotty,STL,1.0,0.0,1%,0.9,63,233,29,71,7,39,2,20,.305,.359,.494,.853,,,,,,,,,,,,
